H_cluster_id,cluster_id,id,A,AP,AF,AS,S,R,APF,AR,lable
(2401),2401,2028,0.95145631068,0.0194174757282,0.00970873786408,0.00970873786408,0.00970873786408,0.0,0.0,0.0,HTTP
(866),866,1364,0.870967741935,0.0645161290323,0.0322580645161,0.0161290322581,0.0161290322581,0.0,0.0,0.0,HTTP
(2072),2072,1210,0.790322580645,0.145161290323,0.0161290322581,0.0161290322581,0.0161290322581,0.0,0.0161290322581,0.0,TTG
(1520),1520,74,0.962142075052,0.0378247453466,0.0,3.31796011812e-05,0.0,0.0,0.0,0.0,HTTP
((1811)(1860)),1811,635,0.460869565217,0.521739130435,0.0,0.00869565217391,0.00869565217391,0.0,0.0,0.0,HTTPs
((1811)(1860)),1811,1393,0.442307692308,0.519230769231,0.0,0.0192307692308,0.0192307692308,0.0,0.0,0.0,HTTPs
((1811)(1860)),1860,729,0.715384615385,0.269230769231,0.0,0.00769230769231,0.00769230769231,0.0,0.0,0.0,HTTPs
((1811)(1860)),1860,1379,0.716666666667,0.266666666667,0.0,0.0166666666667,0.0,0.0,0.0,0.0,HTTPs
(703),703,1114,0.68253968254,0.222222222222,0.0634920634921,0.015873015873,0.015873015873,0.0,0.0,0.0,HTTP
(696),696,1104,0.855072463768,0.0289855072464,0.0144927536232,0.0724637681159,0.0289855072464,0.0,0.0,0.0,HTTPs
(2238),2238,1631,0.888888888889,0.105555555556,0.0,0.00555555555556,0.0,0.0,0.0,0.0,HTTPs
(951),951,543,0.566037735849,0.320754716981,0.0188679245283,0.0188679245283,0.0188679245283,0.0377358490566,0.0188679245283,0.0,HTTPs
(951),951,1525,0.55737704918,0.344262295082,0.0327868852459,0.016393442623,0.016393442623,0.0327868852459,0.0,0.0,HTTPs
(2440),2440,2133,0.93023255814,0.0523255813953,0.0116279069767,0.00581395348837,0.0,0.0,0.0,0.0,HTTP
(1391),1391,465,0.977900552486,0.0165745856354,0.00276243093923,0.00276243093923,0.0,0.0,0.0,0.0,HTTP
(1391),1391,561,0.975,0.0166666666667,0.00416666666667,0.00416666666667,0.0,0.0,0.0,0.0,HTTP
(1391),1391,702,0.977272727273,0.0151515151515,0.00378787878788,0.00378787878788,0.0,0.0,0.0,0.0,HTTP
(1391),1391,1077,0.976744186047,0.0166112956811,0.00332225913621,0.00332225913621,0.0,0.0,0.0,0.0,HTTP
(1391),1391,1078,0.977886977887,0.017199017199,0.002457002457,0.002457002457,0.0,0.0,0.0,0.0,HTTP
(1391),1391,1171,0.975609756098,0.0174216027875,0.00348432055749,0.00348432055749,0.0,0.0,0.0,0.0,HTTP
(1391),1391,2218,0.973170731707,0.0170731707317,0.00243902439024,0.00243902439024,0.00243902439024,0.0,0.00243902439024,0.0,HTTP
(2449),2449,2150,0.991834774256,0.00768491834774,0.0,0.000480307396734,0.0,0.0,0.0,0.0,HTTP
(2453),2453,2165,0.35632183908,0.632183908046,0.0,0.0114942528736,0.0,0.0,0.0,0.0,HTTP
(2453),2453,2189,0.313725490196,0.607843137255,0.0196078431373,0.0196078431373,0.0196078431373,0.0196078431373,0.0,0.0,HTTP
(1538),1538,100,0.887573964497,0.112426035503,0.0,0.0,0.0,0.0,0.0,0.0,HTTP
(1538),1538,346,0.882352941176,0.112745098039,0.00245098039216,0.00245098039216,0.0,0.0,0.0,0.0,HTTP
(104),104,172,0.720588235294,0.25,0.0,0.0294117647059,0.0,0.0,0.0,0.0,IMAPS
(1207),1207,1956,0.926829268293,0.0487804878049,0.00813008130081,0.00813008130081,0.00813008130081,0.0,0.0,0.0,HTTPs
(2056),2056,1170,0.793103448276,0.137931034483,0.0172413793103,0.0172413793103,0.0172413793103,0.0,0.0172413793103,0.0,HTTP
(2056),2056,1188,0.793103448276,0.137931034483,0.0172413793103,0.0172413793103,0.0172413793103,0.0,0.0172413793103,0.0,HTTP
(2246),2246,1652,0.80701754386,0.122807017544,0.0350877192982,0.0175438596491,0.0175438596491,0.0,0.0,0.0,HTTPs
(2246),2246,2255,0.80701754386,0.122807017544,0.0350877192982,0.0175438596491,0.0175438596491,0.0,0.0,0.0,HTTPs
(2370),2370,1958,0.779220779221,0.168831168831,0.012987012987,0.012987012987,0.012987012987,0.0,0.012987012987,0.0,HTTP
(2271),2271,1718,0.940239043825,0.0557768924303,0.0,0.00398406374502,0.0,0.0,0.0,0.0,HTTPs
((1631)(1662)),1631,277,0.843137254902,0.0980392156863,0.0196078431373,0.0196078431373,0.0196078431373,0.0,0.0,0.0,HTTP
((1631)(1662)),1631,871,0.849056603774,0.0943396226415,0.0188679245283,0.0188679245283,0.0188679245283,0.0,0.0,0.0,HTTP
((1631)(1662)),1662,354,0.910447761194,0.0845771144279,0.0,0.00497512437811,0.0,0.0,0.0,0.0,HTTP
((1631)(1662)),1662,868,0.911196911197,0.0849420849421,0.0,0.003861003861,0.0,0.0,0.0,0.0,HTTP
(2248),2248,1654,0.817204301075,0.118279569892,0.0215053763441,0.0215053763441,0.0215053763441,0.0,0.0,0.0,HTTP
(2544),2544,2403,0.94964028777,0.0479616306954,0.0,0.00239808153477,0.0,0.0,0.0,0.0,HTTP
(303),303,484,0.890909090909,0.106060606061,0.0,0.0030303030303,0.0,0.0,0.0,0.0,IMAPS
(2335),2335,1866,0.794871794872,0.153846153846,0.0128205128205,0.0128205128205,0.0128205128205,0.0,0.0128205128205,0.0,HTTP
(1112),1112,1238,0.672131147541,0.245901639344,0.0491803278689,0.016393442623,0.016393442623,0.0,0.0,0.0,HTTP
(2487),2487,2268,0.818181818182,0.159090909091,0.0,0.0113636363636,0.0113636363636,0.0,0.0,0.0,HTTP
(1809),1809,632,0.686274509804,0.274509803922,0.0196078431373,0.0196078431373,0.0,0.0,0.0,0.0,HTTPs
(1809),1809,1425,0.684210526316,0.280701754386,0.0175438596491,0.0175438596491,0.0,0.0,0.0,0.0,HTTPs
(605),605,952,0.915492957746,0.0832823025107,0.000612369871402,0.000612369871402,0.0,0.0,0.0,0.0,HTTPs
(1490),1490,27,0.8,0.12,0.04,0.02,0.02,0.0,0.0,0.0,HTTP
(1983),1983,1004,0.943396226415,0.0539083557951,0.0,0.00269541778976,0.0,0.0,0.0,0.0,HTTPs
(2543),2543,2401,0.803921568627,0.137254901961,0.0196078431373,0.0196078431373,0.0196078431373,0.0,0.0,0.0,HTTP
(1070),1070,1730,0.934065934066,0.043956043956,0.0,0.021978021978,0.0,0.0,0.0,0.0,HTTP
(1716),1716,456,0.968253968254,0.0,0.0,0.015873015873,0.0,0.0,0.015873015873,0.0,HTTP
(1593),1593,217,0.666666666667,0.254901960784,0.0392156862745,0.0196078431373,0.0196078431373,0.0,0.0,0.0,HTTPs
(1593),1593,420,0.66,0.26,0.04,0.02,0.02,0.0,0.0,0.0,HTTPs
(2186),2186,1514,0.803571428571,0.125,0.0357142857143,0.0178571428571,0.0178571428571,0.0,0.0,0.0,HTTPs
(2186),2186,1558,0.803571428571,0.125,0.0357142857143,0.0178571428571,0.0178571428571,0.0,0.0,0.0,HTTPs
(308),308,494,0.826666666667,0.12,0.0266666666667,0.0133333333333,0.0133333333333,0.0,0.0,0.0,HTTPs
(1629),1629,273,0.653846153846,0.25,0.0192307692308,0.0384615384615,0.0192307692308,0.0,0.0192307692308,0.0,IMAPS
(1113),1113,392,0.688524590164,0.229508196721,0.0327868852459,0.016393442623,0.016393442623,0.0,0.016393442623,0.0,HTTPs
(1113),1113,1812,0.673076923077,0.230769230769,0.0384615384615,0.0192307692308,0.0192307692308,0.0,0.0192307692308,0.0,HTTPs
(1381),1381,130,0.952380952381,0.015873015873,0.015873015873,0.015873015873,0.0,0.0,0.0,0.0,HTTPs
(2542),2542,2400,0.803921568627,0.117647058824,0.0392156862745,0.0196078431373,0.0196078431373,0.0,0.0,0.0,HTTP
(2371),2371,1960,0.92828685259,0.0677290836653,0.0,0.00398406374502,0.0,0.0,0.0,0.0,HTTP
